State      Recv-Q Send-Q  Local Address:Port    Peer Address:Port Process                                     
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.30.1.1:3479         0.0.0.0:*                                                
LISTEN     0      4096        127.0.0.1:14569        0.0.0.0:*                                                
LISTEN     0      511         127.0.0.1:14841        0.0.0.0:*                                                
LISTEN     0      64            0.0.0.0:42313        0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:41401        0.0.0.0:*                                                
LISTEN     0      500           0.0.0.0:21407        0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:18525        0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:18011        0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:17879        0.0.0.0:*                                                
LISTEN     0      500           0.0.0.0:17165        0.0.0.0:*                                                
LISTEN     0      511         127.0.0.1:55277        0.0.0.0:*                                                
LISTEN     0      4096    127.0.0.53%lo:53           0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:29311        0.0.0.0:*                                                
LISTEN     0      500           0.0.0.0:28329        0.0.0.0:*                                                
LISTEN     0      500           0.0.0.0:27857        0.0.0.0:*                                                
LISTEN     0      511         127.0.0.1:64510        0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:26155        0.0.0.0:*                                                
LISTEN     0      5             0.0.0.0:8090         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:8095         0.0.0.0:*                                                
LISTEN     0      5             0.0.0.0:8081         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:7687         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:7474         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:7279         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:6819         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:6817         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:6333         0.0.0.0:*                                                
LISTEN     0      511         127.0.0.1:32873        0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:5035         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:4835         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:3801         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:2231         0.0.0.0:*                                                
LISTEN     0      64            0.0.0.0:2049         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:2119         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:1861         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:1024         0.0.0.0:*                                                
LISTEN     0      128           0.0.0.0:22           0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:111          0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:15857        0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3478         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      1024       172.20.1.1:3479         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:13413        0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:11045        0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:9777         0.0.0.0:*                                                
LISTEN     0      500           0.0.0.0:9618         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:9200         0.0.0.0:*                                                
LISTEN     0      4096          0.0.0.0:8289         0.0.0.0:*                                                
ESTAB      0      0          172.20.1.1:49894  172.20.101.13:22                                               
ESTAB      0      0          172.25.1.1:2049   172.25.101.18:679                                              
ESTAB      0      0           127.0.0.1:62638      127.0.0.1:7437                                             
ESTAB      0      0           127.0.0.1:46574      127.0.0.1:9689                                             
ESTAB      0      0           127.0.0.1:46580      127.0.0.1:9689                                             
ESTAB      0      0           127.0.0.1:2222       127.0.0.1:63536 users:(("chrono-player",pid=113958,fd=26)) 
ESTAB      0      0          172.25.1.1:2049    172.25.101.3:757                                              
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46468                                            
TIME-WAIT  0      0          172.20.1.1:38866  172.20.101.28:22                                               
ESTAB      0      0          172.25.1.1:2049   172.25.101.28:784                                              
ESTAB      0      0           127.0.0.1:4444       127.0.0.1:24870 users:(("chrono-grapher",pid=113917,fd=26))
ESTAB      0      0           127.0.0.1:7437       127.0.0.1:12128                                            
ESTAB      0      0           127.0.0.1:7437       127.0.0.1:39292                                            
ESTAB      0      0           127.0.0.1:14841      127.0.0.1:21168                                            
ESTAB      0      0          172.25.1.1:2049   172.25.101.27:795                                              
ESTAB      0      0           127.0.0.1:7437       127.0.0.1:64172                                            
CLOSE-WAIT 25     0      216.47.152.168:59588   3.170.185.25:443                                              
ESTAB      0      0          172.25.1.1:2049    172.25.101.7:966                                              
ESTAB      0      0           127.0.0.1:37718      127.0.0.1:14841                                            
TIME-WAIT  0      0           127.0.0.1:14841      127.0.0.1:15206                                            
ESTAB      0      0           127.0.0.1:8888       127.0.0.1:20994 users:(("chrono-visor",pid=113876,fd=25))  
ESTAB      0      0      216.47.152.168:22         10.68.7.6:64046                                            
ESTAB      0      0          172.25.1.1:2049    172.25.101.8:892                                              
ESTAB      0      0      216.47.152.168:22       10.68.41.28:56886                                            
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46454                                            
ESTAB      0      0          172.20.1.1:9618      172.20.1.1:15937                                            
ESTAB      0      0           127.0.0.1:9689       127.0.0.1:46574                                            
ESTAB      0      0          172.20.1.1:10684  172.20.101.13:22                                               
ESTAB      0      0      216.47.152.168:1920   160.79.104.10:443                                              
ESTAB      0      0           127.0.0.1:6700       127.0.0.1:7437                                             
ESTAB      0      0           127.0.0.1:14841      127.0.0.1:33912                                            
TIME-WAIT  0      0      216.47.152.168:15232 172.64.155.209:443                                              
TIME-WAIT  0      0           127.0.0.1:5201       127.0.0.1:27842                                            
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46474                                            
ESTAB      0      0           127.0.0.1:9689       127.0.0.1:46580                                            
ESTAB      0      0          172.20.1.1:5866   172.20.101.25:22                                               
ESTAB      0      0      216.47.152.168:22      10.68.40.233:63332                                            
ESTAB      0      0      216.47.152.168:22        10.68.7.27:59621                                            
ESTAB      0      0      216.47.152.168:22      10.68.40.233:56836                                            
ESTAB      0      0          172.25.1.1:2049    172.25.101.6:805                                              
ESTAB      0      0          172.20.1.1:29894  172.20.101.32:22                                               
ESTAB      0      0           127.0.0.1:20994      127.0.0.1:8888  users:(("chrono-grapher",pid=113917,fd=25))
ESTAB      0      0      216.47.152.168:22       10.68.41.31:56346                                            
ESTAB      0      0           127.0.0.1:49244      127.0.0.1:14841                                            
ESTAB      0      0           127.0.0.1:14841      127.0.0.1:49244                                            
ESTAB      0      0           127.0.0.1:33912      127.0.0.1:14841                                            
ESTAB      0      0           127.0.0.1:21168      127.0.0.1:14841                                            
ESTAB      0      0           127.0.0.1:14841      127.0.0.1:42988                                            
ESTAB      0      0      216.47.152.168:24482  160.79.104.10:443                                              
ESTAB      0      0           127.0.0.1:11690      127.0.0.1:23037                                            
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46528                                            
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46504                                            
ESTAB      0      0           127.0.0.1:20385      127.0.0.1:45264                                            
ESTAB      0      0           127.0.0.1:21010      127.0.0.1:8888  users:(("chrono-player",pid=113958,fd=25)) 
ESTAB      0      0           127.0.0.1:23037      127.0.0.1:11690                                            
ESTAB      0      0          172.25.1.1:2049   172.25.101.32:766                                              
ESTAB      0      0           127.0.0.1:14841      127.0.0.1:37718                                            
ESTAB      0      0          172.25.1.1:2049    172.25.101.4:811                                              
ESTAB      0      0           127.0.0.1:42988      127.0.0.1:14841                                            
ESTAB      0      0      216.47.152.168:40498  160.79.104.10:443                                              
ESTAB      0      0      216.47.152.168:55300  160.79.104.10:443                                              
ESTAB      0      0      216.47.152.168:52912  34.149.66.137:443                                              
ESTAB      0      0          172.25.1.1:2049   172.25.101.13:967                                              
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46520                                            
ESTAB      0      0           127.0.0.1:7437       127.0.0.1:25400                                            
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46488                                            
ESTAB      0      0      216.47.152.168:1616   160.79.104.10:443                                              
ESTAB      0      0           127.0.0.1:7437       127.0.0.1:5122                                             
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46452                                            
ESTAB      0      0           127.0.0.1:63536      127.0.0.1:2222  users:(("chrono-visor",pid=113876,fd=28))  
ESTAB      0      0           127.0.0.1:39292      127.0.0.1:7437                                             
TIME-WAIT  0      0           127.0.0.1:14841      127.0.0.1:15196                                            
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46422                                            
ESTAB      0      0           127.0.0.1:7437       127.0.0.1:62638                                            
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46486                                            
ESTAB      0      0      216.47.152.168:20384 34.224.201.125:443                                              
ESTAB      0      0          172.20.1.1:9618      172.20.1.1:10641                                            
CLOSE-WAIT 25     0      216.47.152.168:19984  160.79.104.10:443                                              
ESTAB      0      0           127.0.0.1:43974      127.0.0.1:7437                                             
ESTAB      0      0           127.0.0.1:7437       127.0.0.1:6700                                             
ESTAB      0      0           127.0.0.1:45264      127.0.0.1:20385                                            
ESTAB      0      0          172.20.1.1:10641     172.20.1.1:9618                                             
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46400                                            
ESTAB      0      0      216.47.152.168:22        10.68.7.27:59631                                            
CLOSE-WAIT 25     0      216.47.152.168:59572   3.170.185.25:443                                              
ESTAB      0      0           127.0.0.1:29026      127.0.0.1:7437                                             
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46438                                            
ESTAB      0      0      216.47.152.168:22       10.68.41.28:60920                                            
ESTAB      0      0           127.0.0.1:64172      127.0.0.1:7437                                             
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46462                                            
ESTAB      0      0           127.0.0.1:5122       127.0.0.1:7437                                             
ESTAB      0      0      216.47.152.168:18258 172.64.155.209:443   users:(("codex",pid=4098648,fd=39))        
ESTAB      0      0           127.0.0.1:8888       127.0.0.1:14128 users:(("chrono-visor",pid=113876,fd=29))  
ESTAB      0      0          172.20.1.1:15937     172.20.1.1:9618                                             
ESTAB      0      0           127.0.0.1:26165      127.0.0.1:51360                                            
ESTAB      0      0          172.20.1.1:24848  172.20.101.10:22                                               
TIME-WAIT  0      0          172.20.1.1:54516  172.20.101.29:22                                               
ESTAB      0      0          172.20.1.1:3412   172.20.101.28:22                                               
ESTAB      0      0           127.0.0.1:7437       127.0.0.1:43974                                            
ESTAB      0      0          172.25.1.1:42313  172.25.101.13:903                                              
ESTAB      0      0           127.0.0.1:13216      127.0.0.1:4500                                             
ESTAB      0      0      216.47.152.168:22        10.68.7.27:56335                                            
ESTAB      0      0      216.47.152.168:7624    35.190.46.17:443                                              
ESTAB      0      0           127.0.0.1:51360      127.0.0.1:26165                                            
ESTAB      0      0           127.0.0.1:8888       127.0.0.1:21010 users:(("chrono-visor",pid=113876,fd=27))  
ESTAB      0      0      216.47.152.168:24998 172.64.155.209:443   users:(("codex",pid=4098648,fd=19))        
ESTAB      0      0          172.25.1.1:2049   172.25.101.29:800                                              
ESTAB      0      0           127.0.0.1:14128      127.0.0.1:8888  users:(("chrono-keeper",pid=114056,fd=40)) 
ESTAB      0      0           127.0.0.1:4500       127.0.0.1:13216                                            
ESTAB      0      0           127.0.0.1:7777       127.0.0.1:4522  users:(("chrono-keeper",pid=114056,fd=41)) 
ESTAB      0      0           127.0.0.1:12128      127.0.0.1:7437                                             
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46408                                            
ESTAB      0      0           127.0.0.1:7437       127.0.0.1:52690                                            
ESTAB      0      0           127.0.0.1:7437       127.0.0.1:29026                                            
CLOSE-WAIT 25     0      216.47.152.168:20000  160.79.104.10:443                                              
ESTAB      0      0          172.20.1.1:34230  172.20.101.30:22                                               
ESTAB      0      0           127.0.0.1:4522       127.0.0.1:7777  users:(("chrono-visor",pid=113876,fd=30))  
ESTAB      0      0      216.47.152.168:4588   160.79.104.10:443                                              
TIME-WAIT  0      0      216.47.152.168:15228 172.64.155.209:443                                              
ESTAB      0      0      216.47.152.168:22        10.68.7.27:56334                                            
ESTAB      0      0           127.0.0.1:24870      127.0.0.1:4444  users:(("chrono-visor",pid=113876,fd=26))  
ESTAB      0      0           127.0.0.1:25400      127.0.0.1:7437                                             
ESTAB      0      0           127.0.0.1:20385      127.0.0.1:45250                                            
ESTAB      0      0          172.25.1.1:2049    172.25.101.5:701                                              
ESTAB      0      0      216.47.152.168:9814   34.149.66.137:443                                              
ESTAB      0      0          172.25.1.1:2049   172.25.101.10:1007                                             
ESTAB      0      0           127.0.0.1:52690      127.0.0.1:7437                                             
TIME-WAIT  0      0           127.0.0.1:27830      127.0.0.1:5201                                             
ESTAB      0      0           127.0.0.1:45250      127.0.0.1:20385                                            
TIME-WAIT  0      0      216.47.152.168:15248 172.64.155.209:443                                              
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46478                                            
TIME-WAIT  0      0          172.20.1.1:6817      172.20.1.1:46432                                            
ESTAB      0      0      216.47.152.168:22       10.68.41.28:56981                                            
ESTAB      0      0      216.47.152.168:22     216.47.142.22:55712                                            
ESTAB      0      0          172.20.1.1:2719      172.20.1.1:9618                                             
ESTAB      0      0          172.20.1.1:9618      172.20.1.1:2719                                             
LISTEN     0      4096             [::]:35443           [::]:*                                                
LISTEN     0      4096             [::]:33653           [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3478            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      1024            [::1]:3479            [::]:*                                                
LISTEN     0      4096             [::]:43923           [::]:*                                                
LISTEN     0      511             [::1]:6379            [::]:*                                                
LISTEN     0      4096             [::]:43553           [::]:*                                                
LISTEN     0      64               [::]:42355           [::]:*                                                
LISTEN     0      4096             [::]:7687            [::]:*                                                
LISTEN     0      4096             [::]:7474            [::]:*                                                
LISTEN     0      4096             [::]:6333            [::]:*                                                
LISTEN     0      256                 *:3128               *:*                                                
LISTEN     0      64               [::]:2049            [::]:*                                                
LISTEN     0      128              [::]:22              [::]:*                                                
LISTEN     0      4096             [::]:111             [::]:*                                                
LISTEN     0      4096             [::]:9200            [::]:*                                                
